Month,governorate,governorate(2),province,province(2),Email,state,civil,civil(2),society
2010-02,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-09,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-08,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-09,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-08,0,0,0.0,0.0,0.0,0.0,673.0275229357799,0.0,0.0
2015-09,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2016-02,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03,0,0,0.0,0.0,208.1641967622666,0.0,0.0,0.0,0.0
2016-04,0,0,0.0,0.0,64.0,0.0,0.0,0.0,0.0
2016-05,0,0,0.0,0.0,0.0,0.0,53.84220183486239,0.0,0.0
2016-06,0,0,0.0,0.0,0.0,0.0,60.57247706422019,0.0,0.0
2016-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08,0,0,0.0,0.0,201.0889834189776,0.0,0.0,0.0,0.0
2016-09,0,0,0.0,0.0,117.21516654088605,0.0,0.0,0.0,0.0
2016-10,0,0,0.0,0.0,163.61795947128098,0.0,0.0,0.0,0.0
2016-11,0,0,0.0,0.0,297.63172954696955,0.0,0.0,0.0,0.0
2016-12,0,0,0.0,0.0,272.9628002970692,0.0,0.0,0.0,0.0
2017-01,0,0,0.0,0.0,27.0,33.65137614678899,0.0,0.0,0.0
2017-02,0,0,0.0,0.0,222.8910781167738,53.84220183486239,0.0,0.0,0.0
2017-03,0,0,0.0,0.0,331.833126012167,26.921100917431193,0.0,0.0,0.0
2017-04,0,0,0.0,0.0,258.3586109014767,60.57247706422019,0.0,0.0,0.0
2017-05,0,0,0.0,0.0,210.0889834189776,47.111926605504586,0.0,0.0,0.0
2017-06,0,0,0.0,0.0,188.95242409623117,53.84220183486239,0.0,0.0,0.0
2017-07,0,0,0.0,0.0,161.54963116583625,74.03302752293578,0.0,0.0,0.0
2017-08,0,0,0.0,0.0,115.34484082578817,40.38165137614679,45.474515110690284,13.460550458715597,0.0
2017-09,0,0,0.0,0.0,148.61446830828731,53.84220183486239,0.0,0.0,0.0
2017-10,0,0,0.0,0.0,279.49517022422316,67.30275229357798,0.0,0.0,0.0
2017-11,0,0,0.0,0.0,213.0889834189776,74.03302752293578,0.0,0.0,0.0
2017-12,0,0,0.0,0.0,174.81935593647847,80.76330275229358,0.0,0.0,0.0
2018-01,0,0,0.0,0.0,135.88070191593584,80.76330275229358,47.402695642251885,13.460550458715597,36.816059349770896
2018-02,0,0,0.0,0.0,185.95242409623117,60.57247706422019,0.0,0.0,20.809077023783548
2018-03,0,0,0.0,0.0,157.21516654088606,26.921100917431193,6.730275229357798,0.0,24.010473488981017
2018-04,0,0,0.0,0.0,228.4234480439278,20.190825688073396,24.010473488981017,13.460550458715597,0.0
2018-05,0,0,0.0,0.0,185.95242409623117,26.921100917431193,16.006982325987344,6.730275229357798,17.60768055858608
2018-06,0,0,0.0,0.0,160.61795947128098,26.921100917431193,17.60768055858608,6.730275229357798,0.0
2018-07,0,0,0.0,0.0,140.28349484633077,26.921100917431193,35.87032571509788,13.460550458715597,16.006982325987344
2018-08,0,0,0.0,0.0,142.0820983811333,26.921100917431193,0.0,0.0,0.0
2018-09,0,0,0.0,0.0,155.21516654088606,20.190825688073396,14.40628409338861,6.730275229357798,12.805585860789876
2018-10,0,0,0.0,0.0,138.4814001485346,26.921100917431193,27.539352253141345,13.460550458715597,0.0
2018-11,0,0,0.0,0.0,181.7510276310337,33.65137614678899,35.87032571509788,13.460550458715597,17.60768055858608
2018-12,0,0,0.0,0.0,150.61446830828731,20.190825688073396,24.337955787943876,6.730275229357798,0.0
2019-01,0,0,0.0,0.0,159.4165630060835,26.921100917431193,0.0,0.0,12.805585860789876
2019-02,0,0,0.0,0.0,166.81935593647847,13.460550458715597,32.66892924990041,6.730275229357798,20.809077023783548
2019-03,0,0,0.0,0.0,169.81935593647847,26.921100917431193,22.737257555345142,6.730275229357798,12.805585860789876
2019-04,0,0,0.0,0.0,161.81586477348478,20.190825688073396,34.269627482499146,13.460550458715597,16.006982325987344
2019-05,0,0,0.0,0.0,187.15382056142863,20.190825688073396,43.87381687809155,13.460550458715597,12.805585860789876
2019-06,0,0,0.0,0.0,114.14693552358436,13.460550458715597,17.93516285754894,6.730275229357798,8.003491162993672
2019-07,0,0,0.0,0.0,165.61795947128098,26.921100917431193,25.93865402054261,6.730275229357798,19.208378791184813
2019-08,0,0,0.0,0.0,141.0820983811333,6.730275229357798,14.73376639235147,6.730275229357798,0.0
2019-09,0,0,0.0,0.0,172.61795947128098,13.460550458715597,24.337955787943876,6.730275229357798,11.204887628191141
2019-10,0,0,0.0,0.0,192.75451879402738,13.460550458715597,22.737257555345142,6.730275229357798,16.006982325987344
2019-11,0,0,0.0,0.0,142.28349484633077,20.190825688073396,34.269627482499146,13.460550458715597,16.006982325987344
2019-12,0,0,0.0,0.0,140.68279661373202,20.190825688073396,24.337955787943876,6.730275229357798,9.604189395592407
2020-01,0,0,0.0,0.0,137.4814001485346,13.460550458715597,25.93865402054261,6.730275229357798,0.0
2020-02,0,0,0.0,0.0,161.61795947128098,13.460550458715597,24.337955787943876,6.730275229357798,12.805585860789876
2020-03,0,0,0.0,0.0,127.07860721813964,6.730275229357798,17.93516285754894,6.730275229357798,4.802094697796203
2020-04,0,0,0.0,0.0,128.67930545073835,6.730275229357798,17.93516285754894,6.730275229357798,6.402792930394938
2020-05,0,0,0.0,0.0,116.74763375618309,6.730275229357798,16.334464624950204,6.730275229357798,6.402792930394938
2020-06,0,0,0.0,0.0,144.28349484633077,6.730275229357798,19.535861090147673,6.730275229357798,6.402792930394938
2020-07,0,0,0.0,0.0,155.21516654088606,6.730275229357798,19.535861090147673,6.730275229357798,4.802094697796203
2020-08,0,0,0.0,0.0,130.2800036833371,6.730275229357798,24.337955787943876,6.730275229357798,4.802094697796203
2020-09,0,0,0.0,0.0,127.07860721813964,6.730275229357798,17.93516285754894,6.730275229357798,6.402792930394938
2020-10,0,0,0.0,0.0,131.2800036833371,6.730275229357798,16.334464624950204,6.730275229357798,6.402792930394938
2020-11,0,0,3.365137614678899,1.0,109.9455390583869,13.460550458715597,19.535861090147673,6.730275229357798,9.604189395592407
2020-12,0,0,0.0,0.0,115.14693552358436,6.730275229357798,19.535861090147673,6.730275229357798,6.402792930394938
2021-01,0,0,0.0,0.0,131.2800036833371,13.460550458715597,25.93865402054261,6.730275229357798,9.604189395592407
2021-02,0,0,0.0,0.0,134.88070191593584,13.460550458715597,19.535861090147673,6.730275229357798,8.003491162993672
2021-03,0,0,3.365137614678899,0.0,124.47790898554089,13.460550458715597,17.93516285754894,6.730275229357798,6.402792930394938
2021-04,0,0,0.0,0.0,125.47790898554089,13.460550458715597,16.334464624950204,6.730275229357798,4.802094697796203
2021-05,0,0,0.0,0.0,115.14693552358436,20.190825688073396,16.334464624950204,6.730275229357798,6.402792930394938
2021-06,0,0,0.0,0.0,107.34484082578817,20.190825688073396,22.737257555345142,6.730275229357798,6.402792930394938
2021-07,0,0,1.0,0.0,100.54274612799196,20.190825688073396,16.334464624950204,6.730275229357798,8.003491162993672
2021-08,0,0,0.0,0.0,104.74414259318942,13.460550458715597,21.136559322746407,6.730275229357798,8.003491162993672
2021-09,0,0,1.0,0.0,103.14344436059069,13.460550458715597,21.136559322746407,6.730275229357798,9.604189395592407
2021-10,0,0,0.0,0.0,101.54274612799196,13.460550458715597,22.737257555345142,6.730275229357798,6.402792930394938
2021-11,0,0,2.0,0.0,127.67930545073837,13.460550458715597,21.136559322746407,6.730275229357798,6.402792930394938
2021-12,0,0,0.0,0.0,88.01037620083795,13.460550458715597,25.93865402054261,6.730275229357798,11.204887628191141
2022-01,0,0,0.0,0.0,108.34484082578817,20.190825688073396,37.471023947696615,13.460550458715597,9.604189395592407
2022-02,0,0,1.0,1.0,98.94204789539322,20.190825688073396,24.337955787943876,6.730275229357798,9.604189395592407
2022-03,0,0,0.0,1.0,127.07860721813964,20.190825688073396,21.136559322746407,6.730275229357798,11.204887628191141
2022-04,0,0,0.0,0.0,112.54623729098563,20.190825688073396,21.136559322746407,6.730275229357798,9.604189395592407
2022-05,0,0,0.0,0.0,112.54623729098563,13.460550458715597,19.535861090147673,6.730275229357798,6.402792930394938
2022-06,0,0,0.0,1.0,124.47790898554089,20.190825688073396,19.535861090147673,6.730275229357798,8.003491162993672
2022-07,0,0,0.0,0.0,85.40967796823924,13.460550458715597,16.334464624950204,6.730275229357798,6.402792930394938
2022-08,0,0,0.0,0.0,108.34484082578817,20.190825688073396,22.737257555345142,6.730275229357798,8.003491162993672
2022-09,0,0,0.0,0.0,124.47790898554089,20.190825688073396,21.136559322746407,6.730275229357798,9.604189395592407
2022-10,0,0,1.0,1.0,112.54623729098563,20.190825688073396,16.334464624950204,6.730275229357798,8.003491162993672
2022-11,0,0,4.365137614678899,0.0,112.54623729098563,13.460550458715597,16.334464624950204,6.730275229357798,8.003491162993672
2022-12,0,0,0.0,0.0,82.80897973564049,13.460550458715597,19.535861090147673,6.730275229357798,4.802094697796203
2023-01,0,0,0.0,0.0,87.01037620083795,13.460550458715597,19.535861090147673,6.730275229357798,6.402792930394938
2023-02,0,0,0.0,0.0,88.01037620083795,13.460550458715597,19.535861090147673,6.730275229357798,6.402792930394938
2023-03,0,0,0.0,0.0,96.34134966279449,20.190825688073396,17.93516285754894,6.730275229357798,8.003491162993672
2023-04,0,0,0.0,0.0,84.40967796823924,20.190825688073396,16.334464624950204,6.730275229357798,4.802094697796203
2023-05,0,0,0.0,0.0,101.54274612799196,20.190825688073396,17.93516285754894,6.730275229357798,8.003491162993672
2023-06,0,0,0.0,0.0,101.54274612799196,20.190825688073396,14.73376639235147,6.730275229357798,8.003491162993672
2023-07,0,0,0.0,0.0,76.60758327044303,13.460550458715597,19.535861090147673,6.730275229357798,4.802094697796203
2023-08,0,0,3.365137614678899,0.0,87.01037620083795,20.190825688073396,25.93865402054261,6.730275229357798,6.402792930394938
2023-09,0,0,0.0,0.0,80.20828150304175,20.190825688073396,22.737257555345142,6.730275229357798,4.802094697796203
2023-10,0,0,3.365137614678899,1.0,81.80897973564049,20.190825688073396,16.334464624950204,6.730275229357798,6.402792930394938
2023-11,0,0,0.0,0.0,81.80897973564049,26.921100917431193,17.93516285754894,6.730275229357798,4.802094697796203
2023-12,0,0,0.0,0.0,77.60758327044303,26.921100917431193,16.334464624950204,6.730275229357798,4.802094697796203
2024-01,0,0,0.0,0.0,79.20828150304175,20.190825688073396,17.93516285754894,6.730275229357798,6.402792930394938
2024-02,0,0,4.365137614678899,0.0,87.01037620083795,20.190825688073396,16.334464624950204,6.730275229357798,6.402792930394938
2024-03,0,0,0.0,0.0,82.80897973564049,20.190825688073396,45.474515110690284,13.460550458715597,4.802094697796203
2024-04,0,0,3.365137614678899,1.0,72.40618680524555,20.190825688073396,39.071722180295346,13.460550458715597,3.201396465197469
2024-05,0,0,0.0,0.0,84.40967796823924,20.190825688073396,24.337955787943876,6.730275229357798,4.802094697796203
2024-06,0,0,0.0,0.0,71.80548857264682,13.460550458715597,17.93516285754894,6.730275229357798,3.201396465197469
2024-07,0,0,0.0,0.0,82.80897973564049,13.460550458715597,17.93516285754894,6.730275229357798,4.802094697796203
2024-08,0,0,0.0,0.0,82.80897973564049,13.460550458715597,9.767930545073837,6.730275229357798,3.201396465197469
2024-09,0,0,0.0,0.0,85.40967796823924,13.460550458715597,17.93516285754894,6.730275229357798,4.802094697796203
2024-10,0,0,0.0,0.0,88.6110744334367,20.190825688073396,25.93865402054261,6.730275229357798,4.802094697796203
2024-11,0,0,3.365137614678899,0.0,87.01037620083795,20.190825688073396,14.73376639235147,6.730275229357798,4.802094697796203
2024-12,0,0,0.0,0.0,80.20828150304175,20.190825688073396,14.73376639235147,6.730275229357798,4.802094697796203
2025-01,0,0,0.0,0.0,84.40967796823924,13.460550458715597,16.334464624950204,6.730275229357798,6.402792930394938
2025-02,0,0,3.365137614678899,0.0,85.40967796823924,13.460550458715597,14.73376639235147,6.730275229357798,4.802094697796203
2025-03,0,0,0.0,0.0,98.94204789539322,13.460550458715597,9.767930545073837,3.365137614678899,3.201396465197469
2025-04,0,0,0.0,0.0,82.80897973564049,13.460550458715597,14.73376639235147,6.730275229357798,4.802094697796203
2025-05,0,0,0.0,0.0,82.80897973564049,13.460550458715597,14.73376639235147,6.730275229357798,3.201396465197469
2025-06,0,0,0.0,0.0,80.20828150304175,13.460550458715597,14.73376639235147,6.730275229357798,3.201396465197469
2025-07,0,0,0.0,0.0,72.40618680524555,13.460550458715597,14.73376639235147,6.730275229357798,4.802094697796203
2025-08,0,0,0.0,1.0,87.01037620083795,20.190825688073396,37.471023947696615,13.460550458715597,6.402792930394938
2025-09,0,0,3.865137614678899,0.5,77.00688503784428,13.460550458715597,19.535861090147673,6.730275229357798,4.802094697796203
