Month,Ramadan,Eid al-Fitr,Eid al-Adha,Christmas,Email,Christmas_file1,Mawlid,Ashoura,Hijra,Email_file1,Hijra_file2,Arba'een,Arba'een(2),Nowruz,Email_file2,Easter,welfare,retirement,pension,Email_file3,charity,Ashura,Arbaeen,Arbaeen(2),Email_file4,allowance,zaka,zaka(2),Email_file5
2008-03,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2008-04,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2008-05,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2008-06,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2008-07,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2008-08,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2008-09,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2008-10,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2008-11,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2008-12,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2009-01,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2009-02,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2009-03,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2009-04,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2009-05,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2009-06,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2009-07,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2009-08,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2009-09,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2009-10,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2009-11,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2009-12,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2010-01,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2010-02,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2010-03,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2010-04,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2010-05,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2010-06,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2010-07,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2010-08,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2010-09,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2010-10,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2010-11,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2010-12,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2011-01,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2011-02,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2011-03,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2011-04,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2011-05,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2011-06,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2011-07,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2011-08,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2011-09,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2011-10,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2011-11,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2011-12,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2012-01,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2012-02,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2012-03,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2012-04,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2012-05,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2012-06,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2012-07,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2012-08,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2012-09,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2012-10,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2012-11,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2012-12,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2013-01,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2013-02,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2013-03,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2013-04,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2013-05,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2013-06,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2013-07,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2013-08,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2013-09,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2013-10,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2013-11,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2013-12,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2014-01,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2014-02,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2014-03,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2014-04,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2014-05,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2014-06,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2014-07,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2014-08,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2014-09,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2014-10,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2014-11,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2014-12,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2015-01,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2015-02,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2015-03,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2015-04,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2015-05,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2015-06,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2015-07,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2015-08,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2015-09,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2015-10,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2015-11,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2015-12,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2016-01,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2016-02,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2016-03,0,0,0,0,88,0,0.0,0,0,88,0,0,0,0,88,0.0,0,0,0,88,0,0,0,0,88,0.0,0,0,88
2016-04,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2016-05,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2016-06,66,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2016-07,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2016-08,0,0,0,0,67,0,0.0,0,0,67,0,0,0,0,67,0.0,0,0,0,67,0,0,0,0,67,0.0,0,0,67
2016-09,0,0,0,0,48,0,0.0,0,0,48,0,0,0,0,48,0.0,0,0,0,48,0,0,0,0,48,0.0,0,0,48
2016-10,0,0,0,0,52,0,0.0,0,0,52,0,0,0,0,52,0.0,0,0,0,52,0,0,0,0,52,0.0,0,0,52
2016-11,0,0,0,0,98,0,0.0,0,0,98,0,0,0,0,98,0.0,0,0,0,98,0,0,0,0,98,0.0,0,0,98
2016-12,0,0,0,43,86,43,0.0,0,0,86,0,0,0,0,86,0.0,0,0,0,86,0,0,0,0,86,0.0,0,0,86
2017-01,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2017-02,0,0,0,0,70,0,0.0,0,0,70,0,0,0,0,70,0.0,0,0,0,70,0,0,0,0,70,0.0,0,0,70
2017-03,0,0,0,0,100,0,0.0,0,0,100,0,0,0,0,100,0.0,0,0,0,100,0,0,0,0,100,0.0,0,0,100
2017-04,0,0,0,0,80,0,0.0,0,0,80,0,0,0,0,80,0.0,0,0,0,80,0,0,0,0,80,0.0,0,0,80
2017-05,34,0,0,0,67,0,0.0,0,0,67,0,0,0,0,67,0.0,0,0,0,67,0,0,0,0,67,0.0,0,0,67
2017-06,41,0,0,0,58,0,0.0,0,0,58,0,0,0,0,58,0.0,0,0,0,58,0,0,0,0,58,0.0,0,0,58
2017-07,0,0,0,0,54,0,0.0,0,0,54,0,0,0,0,54,0.0,0,0,0,54,0,0,0,0,54,0.0,0,0,54
2017-08,0,0,0,0,34,0,0.0,0,0,34,0,0,0,0,34,0.0,0,0,0,34,0,0,0,0,34,0.0,0,0,34
2017-09,0,0,0,0,47,0,0.0,0,0,47,0,0,0,0,47,0.0,0,0,0,47,0,0,0,0,47,0.0,0,0,47
2017-10,0,0,0,0,89,0,0.0,0,0,89,0,0,0,0,89,0.0,0,0,0,89,0,0,0,0,89,0.0,0,0,89
2017-11,0,0,0,0,67,0,0.0,0,0,67,0,0,0,0,67,0.0,0,0,0,67,0,0,0,0,67,0.0,0,0,67
2017-12,0,0,0,29,54,29,0.0,0,15,54,15,0,0,0,54,0.0,0,0,0,54,0,0,0,0,54,0.0,0,0,54
2018-01,0,0,0,0,42,0,0.0,0,0,42,0,0,0,0,42,0.0,0,0,0,42,0,0,0,0,42,0.0,0,0,42
2018-02,0,0,0,0,58,0,0.0,0,0,58,0,0,0,0,58,0.0,0,0,0,58,0,0,0,0,58,0.0,0,0,58
2018-03,0,0,0,0,48,0,0.0,0,0,48,0,0,0,0,48,0.0,0,0,0,48,0,0,0,0,48,0.0,0,0,48
2018-04,0,11,0,0,73,0,0.0,0,0,73,0,0,0,0,73,0.0,0,0,0,73,0,0,0,0,73,0.0,0,0,73
2018-05,65,0,0,0,58,0,0.0,0,0,58,0,0,0,0,58,0.0,0,0,0,58,0,0,0,0,58,0.0,0,0,58
2018-06,0,0,0,0,52,0,0.0,0,0,52,0,0,0,0,52,0.0,0,0,0,52,0,0,0,0,52,0.0,0,0,52
2018-07,0,0,0,0,46,0,0.0,0,0,46,0,0,0,0,46,0.0,0,0,0,46,0,0,0,0,46,0.0,0,0,46
2018-08,0,0,0,0,44,0,0.0,0,10,44,10,0,0,0,44,0.0,0,0,11,44,0,0,0,0,44,0.0,0,0,44
2018-09,0,0,0,0,48,0,0.0,0,14,48,14,0,0,0,48,0.0,0,0,0,48,0,0,0,0,48,0.0,0,0,48
2018-10,0,0,0,0,43,0,0.0,0,12,43,12,0,0,0,43,0.0,0,0,0,43,0,0,0,0,43,0.0,0,0,43
2018-11,0,0,0,0,56,0,0.0,0,0,56,0,0,0,0,56,0.0,0,0,0,56,0,0,0,0,56,0.0,0,0,56
2018-12,0,0,0,23,47,23,0.0,0,7,47,7,0,0,0,47,0.0,0,0,0,47,0,0,0,0,47,0.0,0,0,47
2019-01,0,0,0,0,50,0,0.0,0,0,50,0,0,0,0,50,0.0,0,0,0,50,0,0,0,0,50,0.0,0,0,50
2019-02,0,0,0,0,54,0,0.0,0,9,54,9,0,0,0,54,0.0,0,0,0,54,0,0,0,0,54,0.0,0,0,54
2019-03,0,0,0,0,54,0,0.0,0,0,54,0,0,0,0,54,0.0,0,0,0,54,0,0,0,0,54,0.0,0,0,54
2019-04,7,0,0,0,49,0,0.0,0,0,49,0,0,0,0,49,0.0,0,0,0,49,0,0,0,0,49,0.0,0,0,49
2019-05,59,0,0,0,60,0,0.0,0,0,60,0,0,0,0,60,0.0,0,0,0,60,0,0,0,0,60,0.0,0,0,60
2019-06,0,0,0,0,37,0,0.0,0,7,37,7,0,0,0,37,0.0,0,0,0,37,0,0,0,0,37,0.0,0,0,37
2019-07,0,0,0,0,52,0,0.0,0,0,52,0,0,0,0,52,0.0,0,0,0,52,6,0,0,0,52,0.0,0,0,52
2019-08,0,0,0,0,44,0,0.0,0,9,44,9,0,0,0,44,0.0,0,0,0,44,4,0,0,0,44,0.0,0,0,44
2019-09,0,0,0,0,52,0,0.0,0,8,52,8,0,0,0,52,0.0,0,0,0,52,0,0,0,0,52,0.0,0,0,52
2019-10,0,0,0,7,61,7,0.0,0,6,61,6,0,0,0,61,0.0,0,0,0,61,0,0,0,0,61,0.0,0,0,61
2019-11,0,0,0,7,46,7,0.0,0,8,46,8,0,0,0,46,0.0,7,0,0,46,0,0,0,0,46,0.0,0,0,46
2019-12,0,0,0,22,45,22,0.0,0,7,45,7,0,0,0,45,0.0,5,0,0,45,0,0,0,0,45,0.0,0,0,45
2020-01,0,0,0,8,43,8,0.0,0,8,43,8,0,0,0,43,0.0,0,0,0,43,0,0,0,0,43,0.0,0,0,43
2020-02,0,0,0,5,52,5,0.0,0,0,52,0,0,0,0,52,0.0,0,0,0,52,0,0,0,0,52,0.0,0,6,52
2020-03,4,0,0,0,39,0,0.0,0,4,39,4,0,0,0,39,0.0,5,0,0,39,0,0,0,0,39,0.0,0,0,39
2020-04,47,0,0,2,40,2,0.0,0,9,40,9,0,0,0,40,3.0,0,0,0,40,0,0,0,0,40,0.0,0,0,40
2020-05,15,0,0,2,38,2,0.0,0,9,38,9,0,0,0,38,0.0,2,0,0,38,0,0,0,0,38,0.0,0,0,38
