Month,Hijra,Arba'een,Arba'een(2),Nowruz,Email,Easter,welfare,retirement,pension,Ramadan,Eid al-Fitr,Eid al-Adha,Christmas,charity,Ashura,Arbaeen,Arbaeen(2),allowance,zaka,zaka(2),Mawlid,Ashoura
2017-02,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04,0.0,0,0,0,2150.7296756005153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,114.10424028268551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09,0.0,0,0,0,2150.7296756005153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10,0.0,0,0,0,1651.9818856756515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11,0.0,0,0,0,2100.8604176499853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12,0.0,0,0,0,1973.1219017489252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01,0.0,0,0,0,2503.8043206490543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02,0.0,0,0,0,1651.9818856756515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03,0.0,0,0,0,1025.4955798497276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04,0.0,0,0,0,1153.2340957507877,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05,0.0,0,0,0,1665.9818856756515,0.0,0.0,0.0,0.0,153.45053003533567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06,0.0,0,0,0,608.5516768506589,0.0,0.0,0.0,0.0,62.95406360424028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07,0.0,0,0,0,1011.4955798497276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08,0.0,0,0,0,1474.3741118240614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0
2018-09,0.0,0,0,0,947.6263218991976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-10,0.0,0,0,0,1524.2433697745914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11,0.0,0,0,0,1153.2340957507877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12,0.0,0,0,0,1442.4394828487966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581.4302088249927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01,0.0,0,0,0,1139.2340957507877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02,0.0,0,0,0,1157.168724726053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03,0.0,0,0,0,2613.608207574849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04,0.0,0,0,0,2005.0565307241905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05,0.0,0,0,0,2068.9257886747205,0.0,0.0,0.0,0.0,106.23498233215548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06,0.0,0,0,0,979.5609508744626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07,0.0,0,0,0,1669.9165146509167,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08,0.0,0,0,0,1987.1219017489252,0.0,0.0,13.0,0.0,0.0,0.0,27.542402826855124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09,0.0,0,0,0,1089.3648378002576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10,0.0,0,0,0,1460.3741118240614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11,0.0,0,0,0,1506.3087407993266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12,0.0,0,0,0,1428.4394828487966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589.2994667755228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01,0.0,0,0,0,1075.3648378002576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02,267.2707581227437,0,0,0,1474.3741118240614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03,267.2707581227437,0,0,0,1428.4394828487966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0
2020-04,0.0,0,0,0,1442.4394828487966,0.0,0.0,0.0,0.0,188.86219081272085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05,0.0,0,0,0,1139.2340957507877,0.0,0.0,0.0,0.0,59.01943462897526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06,135.63537906137185,0,0,0,2005.0565307241905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07,0.0,0,0,0,2068.9257886747205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08,0.0,0,0,0,1574.1126277251215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09,136.63537906137185,0,0,0,1637.9818856756515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10,134.63537906137185,0,0,0,1634.0472567003867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11,0.0,0,0,0,1089.3648378002576,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12,0.0,0,0,0,1506.3087407993266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569.6263218991976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01,134.63537906137185,0,0,0,1089.3648378002576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02,0.0,0,0,0,1025.4955798497276,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03,135.63537906137185,0,0,0,1153.2340957507877,0.0,0.0,0.0,0.0,11.803886925795053,0.0,0.0,140.4392659871669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04,0.0,0,0,0,1121.2994667755227,0.0,0.0,0.0,0.0,169.18904593639576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05,266.2707581227437,0,0,0,1043.4302088249926,0.0,0.0,0.0,0.0,27.542402826855124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06,0.0,0,0,0,1460.3741118240614,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07,0.0,0,0,0,993.5609508744626,0.0,0.0,0.0,0.0,0.0,0.0,11.803886925795053,140.4392659871669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08,132.63537906137185,0,0,0,1025.4955798497276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09,134.63537906137185,0,0,0,961.6263218991976,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10,0.0,0,4,0,961.6263218991976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11,266.2707581227437,0,0,0,1075.3648378002576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.50463701190188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12,266.2707581227437,0,0,0,943.6916929239326,0.0,0.0,0.0,0.0,0.0,19.67314487632509,0.0,300.5516768506589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01,266.2707581227437,0,0,0,1011.4955798497276,0.0,4.0,0.0,0.0,0.0,0.0,0.0,140.4392659871669,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02,132.63537906137185,0,0,0,1075.3648378002576,0.0,0.0,0.0,3.0,11.803886925795053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03,134.63537906137185,0,0,0,1121.2994667755227,0.0,0.0,0.0,0.0,27.542402826855124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04,133.63537906137185,0,0,0,1442.4394828487966,5.0,0.0,0.0,0.0,145.58127208480565,0.0,0.0,136.50463701190188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05,133.63537906137185,0,0,0,1460.3741118240614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06,133.63537906137185,0,0,0,1428.4394828487966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0
2022-07,135.63537906137185,0,0,0,1089.3648378002576,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08,135.63537906137185,0,0,0,1125.2340957507877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
2022-09,133.63537906137185,0,0,0,1570.1779987498567,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10,132.63537906137185,0,0,0,1474.3741118240614,0.0,4.0,0.0,0.0,0.0,0.0,0.0,136.50463701190188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11,132.63537906137185,0,0,0,1506.3087407993266,0.0,5.0,0.0,0.0,0.0,0.0,0.0,140.4392659871669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12,133.63537906137185,0,0,0,1011.4955798497276,0.0,3.0,0.0,0.0,3.9346289752650176,0.0,0.0,292.6824189001289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01,133.63537906137185,0,0,0,979.5609508744626,0.0,2.0,0.0,0.0,15.73851590106007,0.0,0.0,132.57000803663686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02,131.63537906137185,0,0,0,1025.4955798497276,0.0,3.0,0.0,0.0,15.73851590106007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03,132.63537906137185,0,0,0,1043.4302088249926,0.0,2.0,0.0,0.0,161.31978798586573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04,132.63537906137185,0,0,0,1075.3648378002576,3.0,0.0,0.0,0.0,70.82332155477032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05,133.63537906137185,0,0,0,1428.4394828487966,0.0,0.0,0.0,0.0,7.869257950530035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06,134.63537906137185,0,0,0,1125.2340957507877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07,131.63537906137185,0,0,0,1057.4302088249926,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08,133.63537906137185,0,0,0,1428.4394828487966,0.0,3.0,0.0,10.0,0.0,0.0,0.0,136.50463701190188,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0
2023-09,132.63537906137185,0,0,0,1043.4302088249926,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10,131.63537906137185,0,0,0,1025.4955798497276,0.0,0.0,0.0,3.0,0.0,0.0,0.0,132.57000803663686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11,132.63537906137185,0,0,0,1121.2994667755227,0.0,4.0,0.0,4.0,0.0,0.0,0.0,136.50463701190188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12,133.63537906137185,0,0,0,979.5609508744626,0.0,2.0,0.0,3.0,7.869257950530035,0.0,0.0,304.4863058259239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01,132.63537906137185,0,0,0,1057.4302088249926,0.0,0.0,0.0,3.0,7.869257950530035,0.0,0.0,140.4392659871669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02,134.63537906137185,0,0,0,1057.4302088249926,0.0,0.0,0.0,0.0,19.67314487632509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03,132.63537906137185,0,0,0,1121.2994667755227,2.0,0.0,0.0,4.0,149.51590106007066,0.0,0.0,136.50463701190188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04,134.63537906137185,0,0,0,915.6916929239326,0.0,0.0,0.0,0.0,31.47703180212014,0.0,0.0,132.57000803663686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05,134.63537906137185,0,0,0,1011.4955798497276,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06,132.63537906137185,0,0,0,947.6263218991976,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07,131.63537906137185,0,0,0,961.6263218991976,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08,133.63537906137185,0,0,0,1043.4302088249926,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09,134.63537906137185,0,0,0,1043.4302088249926,0.0,0.0,0.0,3.0,0.0,0.0,0.0,136.50463701190188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10,132.63537906137185,0,0,0,1043.4302088249926,0.0,0.0,0.0,4.0,0.0,0.0,0.0,132.57000803663686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11,134.63537906137185,0,0,0,1089.3648378002576,0.0,5.0,0.0,5.0,7.869257950530035,0.0,0.0,136.50463701190188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12,134.63537906137185,0,0,0,1057.4302088249926,0.0,3.0,0.0,0.0,11.803886925795053,0.0,0.0,288.74778992486387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01,0.0,0,3,0,1043.4302088249926,0.0,3.0,0.0,3.0,11.803886925795053,0.0,0.0,132.57000803663686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02,133.63537906137185,0,0,0,1011.4955798497276,0.0,3.0,0.0,0.0,66.8886925795053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03,131.63537906137185,0,0,0,947.6263218991976,4.0,0.0,0.0,0.0,125.90812720848056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04,133.63537906137185,0,0,0,1011.4955798497276,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05,131.63537906137185,0,0,0,929.6916929239326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06,132.63537906137185,0,0,0,1075.3648378002576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07,132.63537906137185,0,0,0,979.5609508744626,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08,133.63537906137185,0,0,0,993.5609508744626,0.0,0.0,0.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09,132.63537906137185,0,0,0,979.5609508744626,1.0,1.0,1.0,2.0,3.9346289752650176,0.0,0.0,130.60269354900436,4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
