Month,province,state,civil,civil(2),Email,governorate,governorate(2),province(2),society
2010-02,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2010-03,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2010-04,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2010-05,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2010-06,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2010-07,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2010-08,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2010-09,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2010-10,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2010-11,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2010-12,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2011-01,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2011-02,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2011-03,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2011-04,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2011-05,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2011-06,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2011-07,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2011-08,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2011-09,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2011-10,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2011-11,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2011-12,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2012-01,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2012-02,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2012-03,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2012-04,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2012-05,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2012-06,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2012-07,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2012-08,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2012-09,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2012-10,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2012-11,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1584.5213849287168
2012-12,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2013-01,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2013-02,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2013-03,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2013-04,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2013-05,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2013-06,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2013-07,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2013-08,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2013-09,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2013-10,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2013-11,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2013-12,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2014-01,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2014-02,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2014-03,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2014-04,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2014-05,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2014-06,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2014-07,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2014-08,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2014-09,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2014-10,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2014-11,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2014-12,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015-01,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015-02,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015-03,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015-04,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015-05,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015-06,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015-07,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015-08,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015-09,0.0,0,0.0,0,405.9877800407332,0.0,0.0,0.0,0.0
2015-10,0.0,54,0.0,0,224.91649694501018,0.0,0.0,0.0,0.0
2015-11,0.0,36,0.0,0,346.2973523421589,0.0,0.0,0.0,0.0
2015-12,0.0,39,0.0,0,342.2973523421589,0.0,0.0,0.0,0.0
2016-01,0.0,27,31.690427698574336,18,220.91649694501018,0.0,0.0,0.0,0.0
2016-02,0.0,25,0.0,0,159.22606924643583,0.0,0.0,0.0,0.0
2016-03,0.0,20,0.0,0,165.22606924643583,0.0,0.0,0.0,0.0
2016-04,0.0,0,0.0,0,228.91649694501018,0.0,0.0,0.0,0.0
2016-05,0.0,27,124.22606924643584,40,157.22606924643583,0.0,0.0,0.0,0.0
2016-06,0.0,42,47.5356415478615,20,224.91649694501018,0.0,0.0,0.0,0.0
2016-07,0.0,34,62.5356415478615,22,228.91649694501018,0.0,0.0,0.0,31.690427698574336
2016-08,30.0,21,47.69042769857434,17,187.071283095723,0.0,0.0,0.0,0.0
2016-09,0.0,32,0.0,0,101.5356415478615,0.0,0.0,0.0,0.0
2016-10,0.0,18,15.0,0,159.22606924643583,0.0,0.0,0.0,0.0
2016-11,0.0,25,0.0,0,183.071283095723,0.0,0.0,0.0,0.0
2016-12,0.0,23,31.690427698574336,12,135.38085539714868,0.0,0.0,0.0,0.0
2017-01,0.0,16,0.0,0,165.22606924643583,0.0,0.0,0.0,0.0
2017-02,0.0,16,26.84521384928717,10,153.22606924643583,0.0,0.0,0.0,0.0
2017-03,0.0,13,0.0,0,153.22606924643583,0.0,0.0,0.0,0.0
2017-04,0.0,20,47.69042769857434,17,131.38085539714868,0.0,0.0,0.0,0.0
2017-05,0.0,15,29.84521384928717,8,123.38085539714868,0.0,0.0,0.0,15.845213849287168
2017-06,0.0,17,24.84521384928717,8,97.5356415478615,0.0,0.0,0.0,0.0
2017-07,0.0,19,23.84521384928717,9,129.38085539714868,0.0,0.0,0.0,15.845213849287168
2017-08,0.0,10,15.845213849287168,7,129.38085539714868,0.0,0.0,0.0,15.845213849287168
2017-09,0.0,23,26.84521384928717,11,151.22606924643583,0.0,0.0,0.0,15.845213849287168
2017-10,0.0,20,22.84521384928717,8,151.22606924643583,0.0,0.0,0.0,15.845213849287168
2017-11,0.0,24,20.84521384928717,7,163.22606924643583,0.0,0.0,0.0,15.845213849287168
2017-12,0.0,22,27.84521384928717,10,159.22606924643583,0.0,0.0,0.0,0.0
2018-01,0.0,21,27.84521384928717,9,153.22606924643583,0.0,0.0,0.0,15.845213849287168
2018-02,0.0,22,25.84521384928717,7,189.071283095723,0.0,0.0,0.0,15.845213849287168
2018-03,0.0,23,23.84521384928717,11,165.22606924643583,0.0,0.0,0.0,0.0
2018-04,0.0,14,23.84521384928717,7,165.22606924643583,0.0,0.0,0.0,15.845213849287168
2018-05,0.0,13,23.84521384928717,8,125.38085539714868,0.0,0.0,0.0,15.845213849287168
2018-06,0.0,15,24.84521384928717,9,99.5356415478615,0.0,0.0,0.0,0.0
2018-07,0.0,11,43.69042769857434,12,135.38085539714868,0.0,0.0,0.0,15.845213849287168
2018-08,0.0,13,22.84521384928717,7,123.38085539714868,0.0,0.0,0.0,15.845213849287168
2018-09,0.0,20,26.84521384928717,10,133.38085539714868,0.0,0.0,0.0,15.845213849287168
2018-10,0.0,23,24.84521384928717,10,125.38085539714868,0.0,0.0,0.0,15.845213849287168
2018-11,0.0,18,26.84521384928717,10,159.22606924643583,0.0,0.0,0.0,15.845213849287168
2018-12,0.0,13,22.84521384928717,7,157.22606924643583,0.0,0.0,0.0,7.922606924643584
2019-01,0.0,11,23.84521384928717,7,93.5356415478615,0.0,0.0,0.0,7.922606924643584
2019-02,0.0,10,21.84521384928717,5,125.38085539714868,0.0,0.0,0.0,15.845213849287168
2019-03,0.0,12,21.84521384928717,6,123.38085539714868,0.0,0.0,0.0,7.922606924643584
2019-04,0.0,11,24.84521384928717,9,121.38085539714868,0.0,0.0,0.0,15.845213849287168
2019-05,0.0,8,20.84521384928717,5,121.38085539714868,0.0,0.0,0.0,7.922606924643584
2019-06,0.0,7,20.84521384928717,5,67.69042769857434,0.0,0.0,0.0,7.922606924643584
2019-07,0.0,9,23.84521384928717,8,89.5356415478615,0.0,0.0,0.0,7.922606924643584
2019-08,0.0,9,21.84521384928717,6,101.5356415478615,0.0,0.0,0.0,7.922606924643584
2019-09,0.0,12,21.84521384928717,6,99.5356415478615,0.0,0.0,0.0,7.922606924643584
2019-10,0.0,10,21.84521384928717,6,99.5356415478615,0.0,0.0,0.0,7.922606924643584
2019-11,0.0,11,21.84521384928717,6,121.38085539714868,0.0,0.0,0.0,7.922606924643584
2019-12,0.0,11,21.84521384928717,6,89.5356415478615,0.0,0.0,0.0,7.922606924643584
2020-01,0.0,8,21.84521384928717,7,97.5356415478615,0.0,0.0,0.0,7.922606924643584
2020-02,0.0,9,21.84521384928717,6,101.5356415478615,0.0,0.0,0.0,7.922606924643584
2020-03,0.0,11,22.84521384928717,9,123.38085539714868,0.0,0.0,0.0,7.922606924643584
2020-04,0.0,14,21.84521384928717,6,153.22606924643583,0.0,0.0,0.0,15.845213849287168
2020-05,0.0,14,24.84521384928717,9,159.22606924643583,0.0,0.0,3.0,7.922606924643584
2020-06,0.0,12,24.84521384928717,10,165.22606924643583,0.0,0.0,0.0,15.845213849287168
2020-07,0.0,12,24.84521384928717,9,189.071283095723,0.0,0.0,2.0,7.922606924643584
2020-08,0.0,16,26.84521384928717,11,187.071283095723,0.0,0.0,0.0,15.845213849287168
2020-09,0.0,15,24.84521384928717,9,187.071283095723,0.0,0.0,0.0,15.845213849287168
2020-10,0.0,15,23.84521384928717,7,165.22606924643583,0.0,0.0,0.0,15.845213849287168
2020-11,0.0,19,23.84521384928717,8,161.22606924643583,0.0,0.0,2.0,15.845213849287168
2020-12,0.0,15,23.84521384928717,8,157.22606924643583,0.0,0.0,0.0,15.845213849287168
2021-01,0.0,15,44.69042769857434,13,133.38085539714868,0.0,0.0,0.0,7.922606924643584
2021-02,0.0,15,24.84521384928717,9,131.38085539714868,0.0,0.0,0.0,15.845213849287168
2021-03,0.0,14,21.84521384928717,6,127.38085539714868,0.0,0.0,0.0,7.922606924643584
2021-04,0.0,15,21.84521384928717,7,125.38085539714868,0.0,0.0,0.0,7.922606924643584
2021-05,0.0,18,22.84521384928717,6,121.38085539714868,0.0,0.0,0.0,7.922606924643584
2021-06,0.0,22,22.84521384928717,7,123.38085539714868,0.0,0.0,0.0,15.845213849287168
2021-07,0.0,18,22.84521384928717,7,101.5356415478615,0.0,0.0,1.0,7.922606924643584
2021-08,0.0,20,23.84521384928717,8,101.5356415478615,0.0,0.0,0.0,7.922606924643584
2021-09,0.0,19,23.84521384928717,8,99.5356415478615,0.0,0.0,0.0,7.922606924643584
2021-10,2.0,13,21.84521384928717,6,93.5356415478615,0.0,0.0,0.0,7.922606924643584
2021-11,2.0,17,21.84521384928717,6,97.5356415478615,0.0,0.0,0.0,7.922606924643584
2021-12,0.0,15,22.84521384928717,7,89.5356415478615,0.0,0.0,0.0,7.922606924643584
2022-01,2.0,16,26.84521384928717,11,97.5356415478615,0.0,0.0,1.0,7.922606924643584
2022-02,2.0,18,22.84521384928717,8,95.5356415478615,0.0,0.0,1.0,15.845213849287168
2022-03,2.0,17,22.84521384928717,7,125.38085539714868,0.0,0.0,1.0,15.845213849287168
2022-04,1.0,14,23.84521384928717,8,101.5356415478615,0.0,0.0,0.0,7.922606924643584
2022-05,0.0,13,23.84521384928717,8,99.5356415478615,0.0,0.0,0.0,15.845213849287168
2022-06,0.0,16,23.84521384928717,8,119.38085539714868,0.0,0.0,0.0,7.922606924643584
2022-07,2.0,12,21.84521384928717,6,89.5356415478615,0.0,0.0,0.0,7.922606924643584
2022-08,2.0,15,22.84521384928717,7,119.38085539714868,0.0,0.0,1.0,7.922606924643584
2022-09,2.0,15,21.84521384928717,6,123.38085539714868,0.0,0.0,1.0,15.845213849287168
2022-10,2.0,14,22.84521384928717,7,99.5356415478615,0.0,0.0,1.0,7.922606924643584
2022-11,2.0,12,19.84521384928717,4,119.38085539714868,0.0,0.0,1.0,7.922606924643584
2022-12,0.0,10,21.84521384928717,6,69.69042769857434,0.0,0.0,0.0,7.922606924643584
2023-01,0.0,12,22.84521384928717,7,87.5356415478615,0.0,0.0,1.0,7.922606924643584
2023-02,2.0,15,23.84521384928717,8,93.5356415478615,0.0,0.0,1.0,7.922606924643584
2023-03,2.0,12,21.84521384928717,6,97.5356415478615,0.0,0.0,1.0,7.922606924643584
2023-04,0.0,10,20.84521384928717,5,87.5356415478615,0.0,0.0,0.0,7.922606924643584
2023-05,1.0,14,21.84521384928717,6,97.5356415478615,0.0,0.0,0.5,7.922606924643584
2023-06,0.0,12,20.84521384928717,5,99.5356415478615,0.0,0.0,0.0,7.922606924643584
2023-07,1.0,13,22.84521384928717,7,93.5356415478615,0.0,0.0,0.0,7.922606924643584
2023-08,0.0,12,24.84521384928717,9,101.5356415478615,0.0,0.0,0.5,7.922606924643584
2023-09,1.0,11,22.84521384928717,7,93.5356415478615,0.0,0.0,1.0,7.922606924643584
2023-10,2.0,11,20.84521384928717,5,91.5356415478615,0.0,0.0,1.0,7.922606924643584
2023-11,0.0,14,21.84521384928717,6,95.5356415478615,0.0,0.0,0.0,7.922606924643584
2023-12,2.0,14,20.84521384928717,5,93.5356415478615,0.0,0.0,0.0,7.922606924643584
2024-01,0.0,15,24.84521384928717,9,89.5356415478615,0.0,0.0,1.0,7.922606924643584
2024-02,2.0,15,24.84521384928717,9,95.5356415478615,0.0,0.0,1.0,7.922606924643584
2024-03,2.0,13,23.84521384928717,8,93.5356415478615,0.0,0.0,1.0,7.922606924643584
2024-04,2.0,13,24.84521384928717,10,69.69042769857434,0.0,0.0,1.0,7.922606924643584
2024-05,2.0,14,46.69042769857434,14,91.5356415478615,0.0,0.0,1.0,7.922606924643584
2024-06,0.0,12,21.84521384928717,6,69.69042769857434,0.0,0.0,0.0,7.922606924643584
2024-07,0.0,11,20.84521384928717,6,89.5356415478615,0.0,0.0,0.0,7.922606924643584
2024-08,0.0,13,20.84521384928717,5,93.5356415478615,0.0,0.0,0.0,7.922606924643584
2024-09,2.0,15,22.84521384928717,7,97.5356415478615,0.0,0.0,1.0,7.922606924643584
2024-10,2.0,16,20.84521384928717,5,97.5356415478615,0.0,0.0,1.0,7.922606924643584
2024-11,2.0,16,20.84521384928717,5,93.5356415478615,0.0,0.0,1.0,7.922606924643584
2024-12,0.0,15,20.84521384928717,5,93.5356415478615,0.0,0.0,0.0,7.922606924643584
2025-01,0.0,13,19.84521384928717,4,91.5356415478615,0.0,0.0,0.0,7.922606924643584
2025-02,2.0,13,19.84521384928717,4,89.5356415478615,0.0,0.0,0.0,7.922606924643584
2025-03,0.0,12,11.922606924643585,4,89.5356415478615,0.0,0.0,0.0,7.922606924643584
2025-04,0.0,11,21.84521384928717,6,87.5356415478615,0.0,0.0,0.0,7.922606924643584
2025-05,0.0,13,20.84521384928717,4,87.5356415478615,0.0,0.0,0.5,7.922606924643584
2025-06,0.0,11,20.84521384928717,5,87.5356415478615,0.5,0.0,0.0,7.922606924643584
2025-07,0.0,12,20.84521384928717,5,67.69042769857434,0.0,0.0,0.0,7.922606924643584
2025-08,0.0,11,20.84521384928717,5,69.69042769857434,0.0,0.0,1.0,7.922606924643584
2025-09,1.0,12,21.84521384928717,6,65.69042769857434,0.0,0.0,0.5,7.922606924643584
