Month,গভর্নোরেট,জেলা বা প্রশাসনিক অঞ্চল,প্রদেশ,অঞ্চল,Email,বিভাগ,রাজ্য,বেসামরিক,জনগণ,সাধারণ মানুষ,সমাজ
2016-06,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08,0,0,0,0,221.2017894531192,0.0,0.0,0.0,0.0,0.0,0.0
2016-09,0,0,0,0,48.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10,0,0,0,0,206.2017894531192,0.0,0.0,0.0,0.0,0.0,0.0
2016-11,0,0,0,0,325.4319071526518,0.0,0.0,0.0,0.0,0.0,0.0
2016-12,0,0,0,0,341.17564342165406,0.0,0.0,0.0,0.0,0.0,0.0
2017-01,0,0,0,0,98.47358119166628,0.0,0.0,0.0,0.0,0.0,0.0
2017-02,0,0,0,0,282.1895347679922,0.0,0.0,0.0,0.0,0.0,0.0
2017-03,0,0,0,0,443.64813350584626,0.0,0.0,0.0,0.0,0.0,0.0
2017-04,0,0,0,0,314.9327254832574,0.0,0.0,0.0,0.0,0.0,0.0
2017-05,0,0,0,0,251.44579849898997,0.0,0.0,0.0,0.0,0.0,0.0
2017-06,0,0,0,0,242.44579849898997,0.0,0.0,0.0,0.0,0.0,0.0
2017-07,0,0,0,0,162.71540802258886,0.0,0.0,0.0,0.0,0.0,0.0
2017-08,0,0,0,0,157.7170446838,0.0,0.0,0.0,0.0,0.0,0.0
2017-09,0,0,0,0,168.21677190693146,0.0,0.0,0.0,0.0,0.0,0.0
2017-10,0,0,0,0,323.9327254832574,0.0,0.0,0.0,0.0,0.0,0.0
2017-11,0,0,0,0,258.94661682959554,0.0,0.0,0.0,0.0,0.0,0.0
2017-12,0,0,0,0,235.94552572212143,15.483108108108107,23.22466216216216,0.0,0.0,0.0,0.0
2018-01,0,0,0,0,175.95887151472257,0.0,0.0,0.0,0.0,0.0,0.0
2018-02,0,0,0,0,227.20342611433034,0.0,0.0,0.0,0.0,0.0,0.0
2018-03,0,0,0,0,194.46023539906517,7.7415540540540535,0.0,0.0,0.0,0.0,0.0
2018-04,0,0,0,0,262.446344052727,0.0,0.0,0.0,0.0,0.0,0.0
2018-05,0,0,0,0,234.9449801683844,7.7415540540540535,0.0,0.0,0.0,0.0,0.0
2018-06,0,0,0,0,190.95941706845963,0.0,0.0,0.0,0.0,0.0,0.0
2018-07,0,0,0,0,167.21677190693146,15.483108108108107,0.0,0.0,0.0,0.0,35.0038188761593
2018-08,0,0,0,0,185.4596898453281,15.483108108108107,0.0,0.0,0.0,0.0,0.0
2018-09,0,0,0,0,189.4596898453281,15.483108108108107,0.0,0.0,0.0,0.0,0.0
2018-10,0,0,0,0,179.4591442915911,7.7415540540540535,0.0,0.0,0.0,0.0,0.0
2018-11,0,0,0,0,222.70315333746183,15.483108108108107,0.0,0.0,0.0,0.0,0.0
2018-12,0,0,0,0,180.95887151472257,7.7415540540540535,0.0,0.0,0.0,0.0,0.0
2019-01,0,0,0,0,193.95996262219666,15.483108108108107,0.0,0.0,0.0,0.0,0.0
2019-02,0,0,0,0,200.46023539906517,7.7415540540540535,0.0,0.0,0.0,0.0,0.0
2019-03,0,0,0,0,215.70260778372477,15.483108108108107,0.0,0.0,0.0,0.0,0.0
2019-04,0,0,0,0,210.70260778372477,15.483108108108107,0.0,0.0,0.0,0.0,0.0
2019-05,0,0,0,0,224.20288056059331,15.483108108108107,0.0,0.0,0.0,0.0,0.0
2019-06,0,0,0,0,145.71540802258886,7.7415540540540535,0.0,0.0,0.0,0.0,0.0
2019-07,0,0,0,0,211.2023350068563,15.483108108108107,0.0,0.0,0.0,0.0,17.50190943807965
2019-08,0,0,0,0,182.95941706845963,7.7415540540540535,0.0,0.0,0.0,0.0,7.500818330605564
2019-09,0,0,0,0,236.44579849898997,23.22466216216216,0.0,0.0,0.0,0.0,27.503000545553736
2019-10,0,0,0,0,242.94552572212143,15.483108108108107,0.0,0.0,0.0,0.0,15.001636661211128
2019-11,0,0,0,0,179.95887151472257,15.483108108108107,0.0,0.0,0.0,0.0,20.00218221494817
2019-12,0,0,0,0,178.95887151472257,15.483108108108107,0.0,0.0,0.0,0.0,10.001091107474085
2020-01,0,0,0,0,176.95887151472257,15.483108108108107,0.0,0.0,0.0,0.0,12.501363884342606
2020-02,0,0,0,0,193.4596898453281,15.483108108108107,0.0,0.0,0.0,0.0,20.00218221494817
2020-03,0,0,0,0,155.21622635319443,7.7415540540540535,0.0,0.0,0.0,0.0,15.001636661211128
2020-04,0,0,0,0,156.21622635319443,7.7415540540540535,0.0,0.0,0.0,0.0,5.000545553737043
2020-05,0,0,0,2,149.21568079945737,7.7415540540540535,0.0,0.0,0.0,0.0,5.000545553737043
2020-06,0,0,0,0,184.95941706845963,7.7415540540540535,3.8707770270270268,0.0,0.0,0.0,7.500818330605564
2020-07,0,0,0,0,189.4596898453281,7.7415540540540535,0.0,0.0,0.0,0.0,7.500818330605564
2020-08,0,0,0,0,157.21622635319443,7.7415540540540535,0.0,7.7415540540540535,0.0,0.0,7.500818330605564
2020-09,0,0,0,1,155.21622635319443,7.7415540540540535,0.0,3.8707770270270268,0.0,0.0,15.001636661211128
2020-10,0,0,0,0,159.71649913006294,7.7415540540540535,3.8707770270270268,0.0,0.0,0.0,10.001091107474085
2020-11,0,0,0,2,133.47358119166628,7.7415540540540535,0.0,3.8707770270270268,0.0,0.0,72.50791052918711
2020-12,0,0,0,2,148.21568079945737,7.7415540540540535,3.8707770270270268,0.0,0.0,0.0,17.50190943807965
2021-01,0,2,0,0,159.71649913006294,7.7415540540540535,0.0,3.8707770270270268,0.0,0.0,12.501363884342606
2021-02,0,0,0,0,165.7170446838,15.483108108108107,0.0,3.8707770270270268,0.0,0.0,7.500818330605564
2021-03,0,0,0,2,151.7159535763259,23.22466216216216,0.0,3.8707770270270268,0.0,0.0,12.501363884342606
2021-04,0,0,0,0,154.21622635319443,7.7415540540540535,0.0,0.0,0.0,0.0,10.001091107474085
2021-05,0,0,0,1,148.21568079945737,7.7415540540540535,3.8707770270270268,3.8707770270270268,0.0,0.0,10.001091107474085
2021-06,0,0,0,0,129.97330841479777,7.7415540540540535,0.0,7.7415540540540535,0.0,0.0,15.001636661211128
2021-07,0,0,0,0,121.97276286106072,23.22466216216216,0.0,0.0,0.0,0.0,10.001091107474085
2021-08,0,0,1,1,126.47303563792924,30.966216216216214,3.8707770270270268,3.8707770270270268,0.0,0.0,20.00218221494817
2021-09,0,0,0,1,125.47303563792924,23.22466216216216,3.8707770270270268,3.8707770270270268,0.0,0.0,20.00218221494817
2021-10,0,0,0,0,124.47303563792924,15.483108108108107,0.0,3.8707770270270268,0.0,0.0,12.501363884342606
2021-11,0,0,0,0,153.7159535763259,23.22466216216216,0.0,3.8707770270270268,0.0,0.0,15.001636661211128
2021-12,0,0,0,0,116.4724900841922,15.483108108108107,0.0,3.8707770270270268,0.0,0.0,25.00272776868521
2022-01,0,0,0,2,132.47358119166628,15.483108108108107,0.0,7.7415540540540535,0.0,0.0,12.501363884342606
2022-02,0,0,2,2,120.97276286106072,15.483108108108107,3.8707770270270268,3.8707770270270268,0.0,0.0,12.501363884342606
2022-03,0,0,1,3,155.21622635319443,15.483108108108107,3.8707770270270268,3.8707770270270268,0.0,0.0,17.50190943807965
2022-04,0,0,1,2,144.71540802258886,15.483108108108107,3.8707770270270268,3.8707770270270268,0.0,0.0,10.001091107474085
2022-05,0,0,1,3,136.9738539685348,15.483108108108107,3.8707770270270268,3.8707770270270268,0.0,0.0,10.001091107474085
2022-06,0,0,1,5,151.7159535763259,23.22466216216216,3.8707770270270268,7.7415540540540535,0.0,0.0,12.501363884342606
2022-07,0,0,0,2,105.23066325326963,15.483108108108107,0.0,3.8707770270270268,0.0,0.0,10.001091107474085
2022-08,0,0,0,2,132.47358119166628,15.483108108108107,3.8707770270270268,3.8707770270270268,0.0,0.0,10.001091107474085
2022-09,0,0,1,1,151.7159535763259,15.483108108108107,3.8707770270270268,3.8707770270270268,0.0,0.0,17.50190943807965
2022-10,0,0,0,1,144.71540802258886,15.483108108108107,3.8707770270270268,3.8707770270270268,0.0,0.0,30.003273322422256
2022-11,0,0,0,2,136.9738539685348,15.483108108108107,3.8707770270270268,3.8707770270270268,0.0,0.0,12.501363884342606
2022-12,0,0,0,1,101.73039047640111,7.7415540540540535,3.8707770270270268,3.8707770270270268,0.0,0.0,12.501363884342606
2023-01,0,0,0,2,106.23066325326963,15.483108108108107,3.8707770270270268,3.8707770270270268,0.0,0.0,12.501363884342606
2023-02,0,0,0,3,116.4724900841922,15.483108108108107,0.0,3.8707770270270268,0.0,0.0,10.001091107474085
2023-03,0,0,0,2,117.4724900841922,15.483108108108107,3.8707770270270268,3.8707770270270268,0.0,0.0,10.001091107474085
2023-04,0,0,1,2,102.73039047640111,15.483108108108107,3.8707770270270268,7.7415540540540535,0.0,0.0,5.000545553737043
2023-05,0,0,0,2,124.47303563792924,15.483108108108107,3.8707770270270268,3.8707770270270268,0.0,0.0,12.501363884342606
2023-06,0,0,0,3,124.47303563792924,15.483108108108107,3.8707770270270268,3.8707770270270268,0.0,0.0,15.001636661211128
2023-07,0,0,1,1,92.22957214579554,15.483108108108107,3.8707770270270268,3.8707770270270268,0.0,0.0,7.500818330605564
2023-08,0,0,0,2,113.97221730732369,15.483108108108107,3.8707770270270268,3.8707770270270268,0.0,0.0,15.001636661211128
2023-09,0,0,0,2,98.23011769953258,15.483108108108107,3.8707770270270268,3.8707770270270268,0.0,0.0,15.001636661211128
2023-10,0,0,1,2,99.23011769953258,15.483108108108107,3.8707770270270268,3.8707770270270268,0.0,0.0,12.501363884342606
2023-11,0,0,1,2,99.23011769953258,15.483108108108107,3.8707770270270268,3.8707770270270268,0.0,0.0,12.501363884342606
2023-12,0,0,1,1,94.72984492266406,15.483108108108107,3.8707770270270268,3.8707770270270268,0.0,0.0,7.500818330605564
2024-01,0,0,0,2,95.72984492266406,15.483108108108107,3.8707770270270268,3.8707770270270268,0.0,0.0,10.001091107474085
2024-02,0,0,1,3,113.97221730732369,15.483108108108107,3.8707770270270268,3.8707770270270268,0.0,0.0,10.001091107474085
2024-03,0,0,0,3,101.73039047640111,15.483108108108107,0.0,3.8707770270270268,0.0,0.0,12.501363884342606
2024-04,0,0,1,2,87.72929936892703,7.7415540540540535,3.8707770270270268,3.8707770270270268,0.0,0.0,10.001091107474085
2024-05,0,0,0,2,102.73039047640111,15.483108108108107,3.8707770270270268,3.8707770270270268,0.0,0.0,10.001091107474085
2024-06,0,0,1,1,89.22957214579554,7.7415540540540535,3.8707770270270268,0.0,0.0,0.0,10.001091107474085
2024-07,0,0,0,1,101.73039047640111,7.7415540540540535,3.8707770270270268,0.0,0.0,0.0,12.501363884342606
2024-08,0,0,1,2,101.73039047640111,7.7415540540540535,3.8707770270270268,3.8707770270270268,0.0,0.0,7.500818330605564
2024-09,0,0,1,3,112.97221730732369,15.483108108108107,3.8707770270270268,3.8707770270270268,0.0,0.0,10.001091107474085
2024-10,0,0,1,2,114.97221730732369,15.483108108108107,3.8707770270270268,3.8707770270270268,0.0,0.0,12.501363884342606
2024-11,0,0,0,3,113.97221730732369,15.483108108108107,3.8707770270270268,0.0,0.0,0.0,12.501363884342606
2024-12,0,0,0,2,98.23011769953258,15.483108108108107,3.8707770270270268,0.0,0.0,0.0,12.501363884342606
2025-01,0,0,1,2,102.73039047640111,15.483108108108107,3.8707770270270268,3.8707770270270268,0.0,0.0,10.001091107474085
2025-02,0,0,0,2,112.97221730732369,15.483108108108107,0.0,0.0,3.8707770270270268,0.0,12.501363884342606
2025-03,0,0,0,2,120.97276286106072,15.483108108108107,3.8707770270270268,3.8707770270270268,0.0,0.0,7.500818330605564
2025-04,0,0,0,2,101.73039047640111,15.483108108108107,3.8707770270270268,3.8707770270270268,0.0,0.0,10.001091107474085
2025-05,0,0,2,2,101.73039047640111,15.483108108108107,3.8707770270270268,0.0,0.0,0.0,10.001091107474085
2025-06,0,0,1,1,98.23011769953258,7.7415540540540535,3.8707770270270268,3.8707770270270268,0.0,0.0,5.000545553737043
2025-07,0,0,0,2,87.72929936892703,15.483108108108107,3.8707770270270268,3.8707770270270268,3.8707770270270268,0.0,15.001636661211128
2025-08,0,0,0,2,113.97221730732369,15.483108108108107,3.8707770270270268,0.0,0.0,0.0,15.001636661211128
2025-09,0,0,1,2,91.22957214579554,15.483108108108107,3.8707770270270268,7.7415540540540535,3.8707770270270268,1.2501363884342607,12.501363884342606
