Month,বিভাগ,রাজ্য,বেসামরিক,জনগণ,Email,সাধারণ মানুষ,সমাজ,Email_file1,গভর্নোরেট,জেলা বা প্রশাসনিক অঞ্চল,প্রদেশ,অঞ্চল,Email_file2
2011-02,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2011-03,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2011-04,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2011-05,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2011-06,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2011-07,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2011-08,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2011-09,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2011-10,0,0.0,0.0,0.0,0,100.0,0.0,0,0,0.0,0.0,0.0,0
2011-11,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2011-12,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2012-01,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2012-02,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2012-03,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2012-04,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2012-05,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2012-06,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2012-07,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2012-08,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2012-09,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2012-10,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2012-11,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2012-12,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2013-01,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2013-02,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2013-03,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2013-04,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2013-05,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2013-06,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2013-07,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2013-08,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2013-09,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2013-10,0,0.0,0.0,0.0,0,0.0,0.0,0,0,100.0,0.0,0.0,0
2013-11,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2013-12,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2014-01,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2014-02,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2014-03,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2014-04,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2014-05,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2014-06,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2014-07,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2014-08,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2014-09,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2014-10,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2014-11,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2014-12,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2015-01,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2015-02,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2015-03,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2015-04,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2015-05,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2015-06,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2015-07,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2015-08,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2015-09,0,0.0,0.0,0.0,100,0.0,0.0,24,0,0.0,0.0,0.0,12
2015-10,0,0.0,0.0,0.0,57,0.0,0.0,14,0,0.0,0.0,0.0,7
2015-11,0,0.0,0.0,0.0,86,0.0,0.0,21,0,0.0,0.0,0.0,10
2015-12,0,0.0,0.0,0.0,84,0.0,0.0,20,0,0.0,0.0,0.0,10
2016-01,0,0.0,0.0,0.0,55,0.0,0.0,13,0,0.0,0.0,0.0,7
2016-02,0,0.0,0.0,0.0,40,0.0,0.0,10,0,0.0,0.0,0.0,5
2016-03,0,0.0,0.0,0.0,43,0.0,0.0,10,0,0.0,0.0,0.0,5
2016-04,0,0.0,0.0,0.0,59,0.0,0.0,14,0,0.0,0.0,0.0,7
2016-05,0,0.0,0.0,0.0,39,0.0,0.0,9,0,0.0,0.0,0.0,5
2016-06,0,0.0,0.0,0.0,57,0.0,0.0,14,0,0.0,0.0,0.0,7
2016-07,0,0.0,0.0,0.0,59,0.0,0.0,14,0,0.0,0.0,0.0,7
2016-08,0,0.0,0.0,0.0,46,0.0,0.0,11,0,0.0,0.0,0.0,6
2016-09,0,0.0,0.0,0.0,27,0.0,0.0,7,0,0.0,0.0,0.0,3
2016-10,0,0.0,0.0,0.0,40,0.0,0.0,10,0,0.0,0.0,0.0,5
2016-11,0,0.0,0.0,0.0,44,0.0,0.0,11,0,0.0,0.0,0.0,5
2016-12,0,0.0,0.0,0.0,36,0.0,0.0,9,0,0.0,0.0,0.0,4
2017-01,0,0.0,0.0,0.0,43,0.0,0.0,11,0,0.0,0.0,0.0,5
2017-02,0,0.0,0.0,0.0,37,0.0,0.0,9,0,0.0,0.0,0.0,4
2017-03,0,0.0,0.0,0.0,37,0.0,0.0,9,0,0.0,0.0,0.0,4
2017-04,0,0.0,0.0,0.0,34,0.0,0.0,8,0,0.0,0.0,0.0,4
2017-05,0,0.0,0.0,0.0,30,0.0,0.0,7,0,0.0,0.0,0.0,4
2017-06,0,0.0,0.0,0.0,25,0.0,0.0,6,0,0.0,0.0,0.0,3
2017-07,0,0.0,0.0,0.0,33,0.0,0.0,8,0,0.0,0.0,0.0,4
2017-08,11,0.0,0.0,0.0,33,0.0,0.0,8,0,0.0,0.0,0.0,4
2017-09,7,0.0,0.0,0.0,36,0.0,0.0,9,0,0.0,0.0,0.0,4
2017-10,12,0.0,0.0,0.0,36,0.0,0.0,9,0,0.0,0.0,0.0,4
2017-11,8,0.0,0.0,0.0,42,0.0,0.0,10,0,0.0,0.0,0.0,5
2017-12,6,0.0,0.0,0.0,40,0.0,0.0,10,0,0.0,0.0,0.0,5
2018-01,8,0.0,0.0,0.0,37,0.0,0.0,9,0,0.0,0.0,0.0,5
2018-02,8,0.0,0.0,0.0,47,0.0,2.0,11,0,0.0,0.0,0.0,6
2018-03,0,0.0,0.0,0.0,43,0.0,1.0,10,0,0.0,0.0,0.0,5
2018-04,5,0.0,0.0,0.0,43,0.0,0.0,11,0,0.0,0.0,0.0,5
2018-05,0,0.0,0.0,0.0,31,0.0,0.0,8,0,0.0,0.0,0.0,4
2018-06,0,0.0,0.0,0.0,26,0.0,0.0,6,0,0.0,0.0,0.0,3
2018-07,5,0.0,0.0,0.0,36,0.0,2.0,9,0,0.0,0.0,0.0,4
2018-08,4,0.0,0.0,0.0,30,0.0,0.0,7,0,0.0,0.0,0.0,4
2018-09,6,0.0,0.0,0.0,35,0.0,1.0,8,0,0.0,0.0,0.0,4
2018-10,5,0.0,4.0,0.0,31,0.0,1.0,7,0,0.5,0.0,0.0,4
2018-11,7,0.0,0.0,0.0,40,0.0,0.0,10,0,0.0,0.0,0.0,5
2018-12,8,0.0,0.0,0.0,39,0.0,0.0,9,0,0.0,0.0,0.0,5
2019-01,6,0.0,2.0,0.0,23,0.0,1.0,6,0,0.0,0.0,0.0,3
2019-02,5,0.0,0.0,0.0,31,0.0,0.5,7,0,0.0,0.0,0.0,4
2019-03,7,0.0,0.0,0.0,30,0.0,1.0,7,0,0.0,0.0,0.0,4
2019-04,6,0.0,0.0,0.0,29,0.0,1.0,7,0,0.0,0.0,0.5,4
2019-05,7,0.0,0.0,0.0,29,0.0,1.0,7,0,0.0,0.0,0.0,4
2019-06,4,0.0,0.0,0.0,18,0.0,0.5,4,0,0.0,0.0,0.0,2
2019-07,6,0.0,1.0,0.0,21,0.0,1.0,5,0,0.0,0.0,0.0,3
2019-08,5,0.0,0.0,0.0,27,0.0,0.5,6,0,0.0,0.0,0.5,3
2019-09,9,0.0,0.0,0.0,26,0.0,2.0,6,0,0.0,0.0,0.5,3
2019-10,8,0.0,0.0,0.0,26,0.0,1.0,6,0,0.0,0.0,0.0,3
2019-11,7,0.0,0.0,0.0,29,0.0,1.0,7,0,0.0,0.0,0.0,4
2019-12,7,0.0,2.0,0.0,21,0.0,1.0,5,0,0.0,0.0,0.0,3
2020-01,6,0.0,1.0,0.0,25,0.0,1.0,6,0,0.0,0.0,0.0,3
2020-02,7,0.0,1.0,0.0,27,0.0,1.0,7,0,0.0,0.0,0.5,3
2020-03,7,0.0,1.0,0.0,30,0.0,0.5,7,0,0.0,0.0,0.0,4
2020-04,7,0.0,0.0,0.0,37,0.0,0.0,9,0,0.0,0.5,0.0,4
2020-05,7,0.0,0.0,0.0,40,0.0,0.0,10,0,0.0,0.0,0.0,5
2020-06,8,0.0,0.0,0.0,43,0.0,0.5,11,0,0.0,0.0,0.0,5
2020-07,7,0.0,0.0,0.0,47,0.0,1.0,12,0,0.0,0.0,0.0,6
2020-08,5,0.0,2.0,0.0,46,0.0,1.0,11,0,0.0,0.0,0.0,6
2020-09,6,0.0,1.0,0.0,46,0.0,2.0,11,0,0.0,0.0,0.5,6
2020-10,7,0.0,0.0,0.0,43,0.0,1.0,10,0,0.0,0.0,0.5,5
2020-11,6,1.0,0.0,0.0,41,0.0,7.0,10,0,0.0,0.0,0.5,5
2020-12,8,0.0,0.0,0.0,39,0.0,2.0,9,0,0.0,0.0,0.5,5
2021-01,9,2.0,3.0,0.0,35,0.0,1.0,8,0,0.0,0.0,0.5,4
2021-02,10,0.0,1.0,0.0,34,0.0,1.0,8,0,0.0,0.0,0.5,4
2021-03,13,0.0,1.0,0.0,32,0.0,1.0,8,0,0.0,0.0,0.5,4
2021-04,8,2.0,0.0,0.0,31,0.0,1.0,7,0,0.0,0.0,0.5,4
2021-05,7,0.0,2.0,0.0,29,0.0,1.0,7,0,0.0,0.5,0.5,4
2021-06,8,0.0,4.0,0.0,30,0.0,1.0,7,0,0.0,0.0,0.0,4
2021-07,16,0.0,2.0,0.0,27,0.0,1.0,6,0,0.0,0.0,0.0,3
2021-08,21,0.0,2.0,0.0,27,0.0,2.0,7,0,0.0,0.0,0.5,3
2021-09,15,0.0,3.0,0.0,26,0.0,2.0,6,0,0.0,0.5,0.5,3
2021-10,12,0.0,1.0,0.0,23,0.0,1.0,6,0,0.0,0.0,0.5,3
2021-11,11,1.0,1.0,0.0,25,0.0,1.0,6,0,0.0,0.0,0.5,3
2021-12,10,0.0,0.0,0.0,21,0.0,2.0,5,0,0.0,0.0,0.5,3
2022-01,12,1.0,4.0,0.0,25,0.0,1.0,6,0,0.0,0.5,0.5,3
2022-02,13,1.0,0.0,0.0,24,0.0,1.0,6,0,0.0,0.0,0.5,3
2022-03,11,1.0,1.0,1.0,31,0.0,2.0,7,0,0.0,0.5,0.5,4
2022-04,11,1.0,1.0,0.0,27,0.0,1.0,7,0,0.0,0.0,0.5,3
2022-05,11,1.0,1.0,0.0,26,0.0,1.0,6,0,0.0,0.5,0.5,3
2022-06,12,1.0,3.0,0.0,28,0.0,1.0,7,0,0.0,0.0,0.5,3
2022-07,9,1.0,2.0,0.0,21,0.0,1.0,5,0,0.0,0.5,0.5,3
2022-08,9,1.0,1.0,0.0,28,0.0,1.0,7,0,0.0,0.5,0.5,3
2022-09,11,1.0,1.0,0.0,30,0.0,1.0,7,0,0.0,0.5,0.5,4
2022-10,9,1.0,1.0,0.0,26,0.0,2.0,6,0,0.0,0.5,0.5,3
2022-11,10,1.0,1.0,0.0,28,0.0,1.0,7,0,0.0,0.5,0.5,3
2022-12,8,1.0,1.0,0.0,19,0.0,1.0,5,0,0.0,0.5,0.5,2
2023-01,10,1.0,1.0,0.0,20,0.0,1.0,5,0,0.0,0.5,0.5,2
2023-02,10,1.0,2.0,1.0,23,0.0,1.0,6,0,0.0,0.5,0.5,3
2023-03,11,1.0,2.0,0.0,25,0.0,1.0,6,0,0.0,0.5,0.5,3
2023-04,9,1.0,2.0,0.0,20,0.0,1.0,5,0,0.0,0.5,0.5,2
2023-05,15,1.0,1.0,0.0,25,0.0,1.0,6,0,0.0,0.5,0.5,3
2023-06,11,1.0,1.0,0.0,26,0.0,1.0,6,0,0.0,0.5,0.5,3
2023-07,8,1.0,1.0,0.0,23,0.0,1.0,6,0,0.0,0.5,0.5,3
2023-08,10,0.5,1.0,0.0,27,0.0,1.0,7,0,0.0,0.5,0.5,3
2023-09,9,1.0,2.0,0.0,23,0.0,1.0,6,0,0.0,0.5,0.5,3
2023-10,9,1.0,1.0,0.0,22,0.0,1.0,5,0,0.0,0.5,0.5,3
2023-11,12,1.0,2.0,0.0,24,0.0,1.0,6,0,0.0,0.5,0.5,3
2023-12,9,1.0,1.0,0.0,23,0.0,1.0,6,0,0.0,0.5,0.5,3
2024-01,10,1.0,1.0,0.0,21,0.0,1.0,5,0,0.0,0.5,0.5,3
2024-02,11,1.0,1.0,0.0,24,0.0,1.0,6,0,0.0,0.5,0.5,3
2024-03,11,1.0,1.0,0.0,23,0.0,1.0,6,0,0.0,0.0,0.5,3
2024-04,7,1.0,1.0,0.0,19,0.0,1.0,5,0,0.0,0.5,0.5,2
2024-05,10,1.0,0.5,0.0,22,0.0,1.0,5,0,0.0,0.5,0.5,3
2024-06,8,1.0,1.0,0.0,19,0.0,1.0,5,0,0.0,0.5,0.5,2
2024-07,7,1.0,1.0,0.0,21,0.0,1.0,5,0,0.0,0.0,0.5,3
2024-08,9,1.0,1.0,0.0,23,0.0,1.0,6,0,0.0,0.5,0.5,3
2024-09,10,1.0,1.0,0.0,25,0.0,1.0,6,0,0.0,0.5,0.5,3
2024-10,9,1.0,1.0,0.0,25,0.0,1.0,6,0,0.0,0.0,0.5,3
2024-11,9,1.0,1.0,0.0,23,0.0,1.0,6,0,0.0,0.0,0.5,3
2024-12,8,1.0,0.0,0.0,23,0.0,1.0,6,0,0.0,0.0,0.5,3
2025-01,11,1.0,0.0,0.0,22,0.0,1.0,5,0,0.0,0.5,0.5,3
2025-02,11,1.0,1.0,0.0,21,0.0,1.0,5,0,0.0,0.5,0.5,3
2025-03,9,1.0,1.0,0.0,21,0.0,1.0,5,0,0.0,0.0,0.5,3
2025-04,8,1.0,1.0,0.0,20,0.0,1.0,5,0,0.0,0.5,0.5,2
2025-05,8,1.0,1.0,0.0,20,0.0,1.0,5,0,0.0,0.5,0.5,2
2025-06,6,1.0,1.0,0.0,20,0.0,1.0,5,0,0.0,0.0,0.5,2
2025-07,10,1.0,1.0,0.0,18,0.0,1.0,4,0,0.0,0.0,0.5,2
2025-08,10,1.0,0.0,0.0,19,0.0,1.0,5,0,0.0,0.0,0.5,2
2025-09,10,1.0,6.0,0.5,17,0.5,1.0,4,0,0.0,0.5,0.5,2
