Month,হিজরত,চেহল্লুম,চল্লিশা,নওরোজ,Email,ইস্টার,কল্যাণ,অবসর,পেনশন,Email_file1,দান,আশুরা,চেহল্লুম_file2,চল্লিশা_file2,Email_file2,ভাতা,যাকাত,জাকাত,Email_file3,রমজান,ঈদুল ফিতর,ঈদুল আজহা,ক্রিসমাস,Email_file4,বড়দিন,ঈদে মিলাদুন্নবী,আশুরা_file5,হিজরী,Email_file5
2004-11,0.0,100,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2004-12,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2005-01,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2005-02,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2005-03,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2005-04,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2005-05,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2005-06,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2005-07,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2005-08,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2005-09,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2005-10,0.0,0,0.0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2005-11,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2005-12,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2006-01,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2006-02,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2006-03,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2006-04,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2006-05,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2006-06,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2006-07,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2006-08,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2006-09,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2006-10,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,100.0,0,0.0,0.0,0.0,0.0,0
2006-11,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2006-12,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2007-01,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2007-02,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2007-03,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2007-04,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2007-05,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2007-06,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2007-07,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2007-08,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2007-09,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2007-10,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2007-11,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2007-12,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2008-01,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2008-02,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2008-03,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2008-04,0.0,0,0.0,0,0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2008-05,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2008-06,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2008-07,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2008-08,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2008-09,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2008-10,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2008-11,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2008-12,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2009-01,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2009-02,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,100.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2009-03,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2009-04,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2009-05,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2009-06,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2009-07,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2009-08,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2009-09,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2009-10,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2009-11,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2009-12,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2010-01,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2010-02,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2010-03,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2010-04,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2010-05,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2010-06,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2010-07,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2010-08,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2010-09,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2010-10,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2010-11,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2010-12,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2011-01,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,2,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,82
2011-02,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0.0,2,0.0,0.0,0.0,19,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,98
2011-03,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,2,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,76
2011-04,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,2,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,76
2011-05,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0.0,2,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,95
2011-06,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,2,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,80
2011-07,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0.0,2,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,88
2011-08,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,60
2011-09,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,2,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,80
2011-10,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0.0,2,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,94
2011-11,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,71
2011-12,0.5,0,0.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,48
2012-01,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,2,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,87
2012-02,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0.0,2,0.0,0.0,0.0,19,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,100
2012-03,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,50
2012-04,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,62
2012-05,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,54
2012-06,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,2,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,83
2012-07,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0.0,2,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,92
2012-08,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,51
2012-09,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,2,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,86
2012-10,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,61
2012-11,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,66
2012-12,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,75
2013-01,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,71
2013-02,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,70
2013-03,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,2,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,81
2013-04,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,62
2013-05,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,74
2013-06,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,2,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,82
2013-07,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,2,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,76
2013-08,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,2,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,88
2013-09,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,61
2013-10,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,68
2013-11,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,2,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,80
2013-12,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,68
2014-01,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,2,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,79
2014-02,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,2,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,85
2014-03,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,2,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,87
2014-04,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,50
2014-05,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,46
2014-06,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,7,0.5,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,37
2014-07,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,8,0.5,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,40
2014-08,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,44
2014-09,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,40
