Month,ইস্টার,কল্যাণ,অবসর,পেনশন,Email,দান,আশুরা,চেহল্লুম,চল্লিশা,রমজান,ঈদুল ফিতর,ঈদুল আজহা,ক্রিসমাস,ভাতা,যাকাত,জাকাত,বড়দিন,ঈদে মিলাদুন্নবী,হিজরী,হিজরত,নওরোজ
2018-01,0,0,0,0,2435.989361702128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02,0,0,0,0,1762.7000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03,0,0,0,0,1023.9340425531916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04,0,0,0,0,1281.1021276595748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05,0,0,0,0,1790.7000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06,0,0,0,0,706.0276595744681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07,0,0,0,0,991.1957446808512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08,0,0,0,0,1407.3170212765958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09,0,0,0,0,864.98085106383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-10,0,0,0,0,1505.531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11,0,0,0,0,1281.1021276595748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12,0,0,0,0,1346.5787234042555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01,0,0,0,0,1248.3638297872342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02,0,21,0,0,1281.1021276595748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03,0,0,0,0,2655.6808510638302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04,0,0,0,0,1954.3914893617025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.33617021276596,0.0,0.0,0.0,0.0,0.0,0.0
2019-05,0,0,0,0,2080.6063829787236,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06,0,0,0,0,925.7191489361703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07,0,16,0,0,1795.4382978723406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08,0,0,0,0,1921.653191489362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09,0,0,0,0,1150.148936170213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10,0,0,0,0,1374.5787234042555,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11,0,0,0,0,1472.7936170212768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12,0,0,0,0,1313.8404255319151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01,0,0,0,0,1117.4106382978725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02,0,0,0,0,1407.3170212765958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03,0,0,0,0,1313.8404255319151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.16808510638298,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04,0,0,0,0,1341.8404255319151,9.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05,0,0,0,0,1248.3638297872342,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,42.64468085106383,0.0,0.0,0.0,0.0,0.0,0.0
2020-06,0,8,0,0,1949.653191489362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07,0,6,0,0,2080.6063829787236,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,33.16808510638298,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08,0,8,0,0,1599.008510638298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.59787234042554,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09,0,11,0,0,1729.96170212766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.90638297872341,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10,0,7,0,0,1729.96170212766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.90638297872341,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11,0,8,0,0,1150.148936170213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12,0,7,0,0,1472.7936170212768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.429787234042557,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01,0,12,0,0,1150.148936170213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.859574468085114,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02,0,8,0,0,1023.9340425531916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.429787234042557,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03,0,13,0,0,1276.3638297872342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.16808510638298,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04,0,6,0,0,1215.6255319148936,8.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,33.16808510638298,37.90638297872341,0.0,0.0,0.0,0.0,0.0,0.0
2021-05,0,0,0,0,1056.6723404255322,0.0,0.0,0.0,0.0,20.0,16.0,0.0,0.0,28.429787234042557,42.64468085106383,0.0,0.0,0.0,0.0,0.0,0.0
2021-06,0,5,0,0,1374.5787234042555,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.64468085106383,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07,0,5,4,0,963.1957446808512,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,23.69148936170213,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08,0,6,0,0,1023.9340425531916,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,47.38297872340426,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09,0,8,0,0,897.7191489361703,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.429787234042557,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10,0,5,0,0,897.7191489361703,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.69148936170213,0.0,0.0,0.0,48.0,0.0,0.0,0.0
2021-11,0,10,0,0,1122.148936170213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12,0,0,0,0,860.2425531914895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01,0,6,4,0,991.1957446808512,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.429787234042557,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02,0,6,0,3,1122.148936170213,5.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,18.953191489361704,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03,0,8,2,4,1215.6255319148936,6.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,71.07446808510639,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04,0,11,3,5,1346.5787234042555,7.0,0.0,0.0,0.0,84.0,10.0,0.0,0.0,66.33617021276596,66.33617021276596,0.0,0.0,0.0,0.0,0.0,0.0
2022-05,0,7,0,0,1374.5787234042555,7.0,0.0,0.0,0.0,6.0,12.0,6.0,0.0,33.16808510638298,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06,0,14,0,0,1313.8404255319151,6.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,18.953191489361704,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07,0,11,0,4,1150.148936170213,4.0,0.0,0.0,0.0,0.0,6.0,14.0,0.0,37.90638297872341,0.0,0.0,0.0,0.0,24.0,0.0,0.0
2022-08,0,7,3,0,1215.6255319148936,6.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,66.33617021276596,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09,0,11,3,0,1599.008510638298,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.859574468085114,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10,0,11,3,0,1407.3170212765958,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.429787234042557,0.0,0.0,0.0,64.0,0.0,48.000000000000014,0.0
2022-11,0,13,0,0,1472.7936170212768,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,28.429787234042557,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12,0,9,3,0,991.1957446808512,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.953191489361704,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01,0,11,3,3,930.4574468085108,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,56.859574468085114,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02,0,12,0,0,1023.9340425531916,5.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,47.38297872340426,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03,0,6,0,0,1051.9340425531916,7.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,33.16808510638298,18.953191489361704,0.0,0.0,0.0,0.0,0.0,0.0
2023-04,0,6,0,0,1117.4106382978725,4.0,0.0,0.0,0.0,50.0,20.0,0.0,0.0,47.38297872340426,61.59787234042554,0.0,0.0,0.0,0.0,0.0,0.0
2023-05,0,10,0,0,1309.1021276595748,5.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,47.38297872340426,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06,0,12,3,3,1215.6255319148936,4.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,42.64468085106383,18.953191489361704,0.0,0.0,0.0,0.0,0.0,0.0
2023-07,0,8,3,2,1089.4106382978725,4.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,33.16808510638298,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08,0,13,3,21,1313.8404255319151,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.22340425531917,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09,0,9,3,6,1051.9340425531916,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.24255319148936,0.0,0.0,0.0,80.0,0.0,0.0,0.0
2023-10,0,9,3,3,1023.9340425531916,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,23.69148936170213,0.0,0.0,0.0,16.0,0.0,0.0,0.0
2023-11,0,9,2,4,1215.6255319148936,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.90638297872341,9.476595744680852,0.0,0.0,0.0,0.0,0.0,0.0
2023-12,0,8,0,4,930.4574468085108,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,42.64468085106383,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01,0,10,2,3,1089.4106382978725,4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,28.429787234042557,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02,0,9,0,3,1089.4106382978725,3.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,42.64468085106383,14.214893617021279,0.0,0.0,0.0,0.0,0.0,0.0
2024-03,0,9,3,12,1215.6255319148936,7.0,0.0,0.0,0.0,100.0,6.0,0.0,0.0,37.90638297872341,42.64468085106383,0.0,0.0,0.0,0.0,0.0,0.0
2024-04,0,8,0,10,799.504255319149,6.0,0.0,0.0,0.0,22.0,12.0,0.0,0.0,33.16808510638298,18.953191489361704,0.0,0.0,0.0,0.0,0.0,0.0
2024-05,0,8,0,16,991.1957446808512,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.90638297872341,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06,0,11,0,12,864.98085106383,3.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,28.429787234042557,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07,0,5,0,13,892.98085106383,3.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,33.16808510638298,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08,0,5,0,4,1056.6723404255322,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.429787234042557,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09,0,9,3,3,1056.6723404255322,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.69148936170213,0.0,0.0,0.0,96.0,0.0,80.00000000000001,0.0
2024-10,0,8,0,3,1056.6723404255322,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,37.90638297872341,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11,0,8,4,3,1150.148936170213,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,56.859574468085114,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12,0,5,0,3,1084.6723404255322,4.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,85.28936170212766,14.214893617021279,0.0,0.0,0.0,0.0,0.0,0.0
2025-01,0,11,3,3,1056.6723404255322,7.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,85.28936170212766,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02,0,10,0,0,991.1957446808512,6.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,52.12127659574468,14.214893617021279,0.0,0.0,0.0,0.0,0.0,0.0
2025-03,0,8,0,0,864.98085106383,6.0,0.0,0.0,0.0,84.0,28.0,0.0,0.0,42.64468085106383,61.59787234042554,0.0,0.0,0.0,0.0,0.0,0.0
2025-04,3,9,5,0,995.9340425531916,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.10212765957448,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05,0,8,3,0,832.2425531914895,4.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,71.07446808510639,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06,0,10,5,3,1122.148936170213,4.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,56.859574468085114,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07,0,8,5,4,925.7191489361703,5.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,52.12127659574468,0.0,0.0,0.0,0.0,24.0,0.0,0.0
2025-08,0,12,5,4,958.4574468085108,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,56.859574468085114,0.0,0.0,0.0,4.0,0.0,0.0,0.0
2025-09,0,11,4,3,930.4574468085108,5.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,42.64468085106383,4.738297872340426,0.0,0.0,168.0,8.0,112.00000000000003,0.0
